Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
,Reporte Validaciones por Intervalo Estaciones Troncales y Rutas Duales - Tarjeta Tullave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Periodo Validaciones:,,al 31 de Mayo 2026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fuente:,,FCS Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fase,Línea,Estación,Acceso de Estación,Intervalo,2026-05-01 00:00:00,2026-05-02 00:00:00,2026-05-03 00:00:00,2026-05-04 00:00:00,2026-05-05 00:00:00,2026-05-06 00:00:00,2026-05-07 00:00:00,2026-05-08 00:00:00,2026-05-09 00:00:00,2026-05-10 00:00:00,2026-05-11 00:00:00,2026-05-12 00:00:00,2026-05-13 00:00:00,2026-05-14 00:00:00,2026-05-15 00:00:00,2026-05-16 00:00:00,2026-05-17 00:00:00,2026-05-18 00:00:00,2026-05-19 00:00:00,2026-05-20 00:00:00,2026-05-21 00:00:00,2026-05-22 00:00:00,2026-05-23 00:00:00,2026-05-24 00:00:00,2026-05-25 00:00:00,2026-05-26 00:00:00,2026-05-27 00:00:00,2026-05-28 00:00:00,2026-05-29 00:00:00,2026-05-30 00:00:00,2026-05-31 00:00:00,Total general
,Dual,(10006) M84-C84,(12387) MC84_V5,(71475) 193B03|Av Suba - K114D,05:45:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Dual,(10006) M84-C84,(12387) MC84_V5,(71475) 193B03|Av Suba - K114D,06:30:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Dual,(10006) M84-C84,(12387) MC84_V5,(71475) 193B03|Av Suba - K114D,06:45:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Dual,(10006) M84-C84,(12387) MC84_V5,(71475) 193B03|Av Suba - K114D,07:45:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Dual,(10006) M84-C84,(12387) MC84_V5,(71476) 195B03|Av Suba - K110A.,06:45:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Dual,(10006) M84-C84,(12387) MC84_V5,(73636) 081A00|AC85 - KR16A,22:00:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Dual,(10006) M84-C84,(12984) MC84_V6,(0) (Unknown),09:45:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Dual,(10006) M84-C84,(12984) MC84_V6,(0) (Unknown),10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
,Dual,(10006) M84-C84,(12984) MC84_V6,(0) (Unknown),10:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
,Dual,(10006) M84-C84,(12984) MC84_V6,(0) (Unknown),13:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,06:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,13
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,09:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,62
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,09:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,10:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,10:15:00,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,13:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,13:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,14:15:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,14:30:00,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,14:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,15:15:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,15:30:00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,15:45:00,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,5
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,16:00:00,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,8
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,16:15:00,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,8
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,16:30:00,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,16:45:00,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,2,1,0,1,0,0,12
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,17:00:00,0,0,0,0,5,1,1,1,0,0,1,1,3,2,3,0,0,0,3,2,0,0,0,0,2,1,2,0,1,0,0,29
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,17:15:00,0,0,0,0,1,1,1,0,0,0,0,0,0,1,2,0,0,0,2,1,0,0,0,0,2,0,2,0,0,0,0,13
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,17:30:00,0,0,0,0,0,1,4,2,0,0,4,4,0,0,4,0,0,0,1,0,1,0,0,0,1,1,0,2,1,0,0,26
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,17:45:00,0,0,0,5,3,5,0,4,0,0,0,3,2,3,1,0,0,0,2,2,0,7,0,0,4,4,1,0,1,0,0,47
,Dual,(10006) M84-C84,(12984) MC84_V6,(54674) 191B03_TM|191B03_Br. Lombardía II,18:00:00,0,0,0,1,9,3,1,2,0,0,5,3,4,3,7,0,0,0,5,2,1,1,0,0,1,6,5,6,6,0,0,71
